State,Constituency,Work Category,Work ID A,Description A,MP A,Work ID B,Description B,MP B,Similarity,Match Strength
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2023-2024/70343,"Providing Bituminous Macadam Road at 1st cross street East Side in Sri Jeya Villas Garden, Kadakkinaru,, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2023-2024/70344,"Providing Bituminous Macadam Road at 2nd cross street East Side in Sri Jeya Villas Garden, Kadakkinaru,, Madurai District.",Shri R. Girirajan (2022-28),93.5,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2023-2024/70344,"Providing Bituminous Macadam Road at 2nd cross street East Side in Sri Jeya Villas Garden, Kadakkinaru,, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2023-2024/70349,"Providing Bituminous Macadam Road at 2nd cross street West Side in Sri Jeya Villas Garden, Kadakkinaru,, Madurai District.",Shri R. Girirajan (2022-28),94.5,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2023-2024/70344,"Providing Bituminous Macadam Road at 2nd cross street East Side in Sri Jeya Villas Garden, Kadakkinaru,, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2023-2024/70345,"Providing Bituminous Macadam Road at cross street East Side in Sri Jeya Villas Garden, Kadakkinaru,, Madurai District.",Shri R. Girirajan (2022-28),96.3,Very High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2023-2024/70348,"Providing Bituminous Macadam Road at 1st cross street West Side in Sri Jeya Villas Garden, Kadakkinaru,, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2023-2024/70349,"Providing Bituminous Macadam Road at 2nd cross street West Side in Sri Jeya Villas Garden, Kadakkinaru,, Madurai District.",Shri R. Girirajan (2022-28),93.5,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP015/2024-2025/134045,"Providing Bituminous macadam road at Main Road East Side in Vallalar Nagar in Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),WS/MP015/2024-2025/134049,"Providing Bituminous macadam road at Main Road South Side in Vallalar Nagar in Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),92.6,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP015/2024-2025/134046,"Providing Bituminous macadam road at 3rd Street East Side in Vallalar Nagar in Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),WS/MP015/2024-2025/134050,"Providing Bituminous macadam road at 3rd Street West Side in Vallalar Nagar in Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),93.8,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP015/2024-2025/134048,"Providing Bituminous macadam road at Annai Therasa Street East Side in Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),WS/MP015/2024-2025/134051,"Providing Bituminous macadam road at Annai Therasa Street West Side in Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),93.3,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2025-2026/203273,"Providing Bituminous macadam road at 1st street west side in vallalar Nagar, Kovilpappakudi Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP015/2024-2025/134050,"Providing Bituminous macadam road at 3rd Street West Side in Vallalar Nagar in Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),92.0,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP015/2024-2025/134055,"Providing Bituminous macadam road at Abdulkalam Street North Side in Thinamani Nagar,Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),WS/MP015/2024-2025/134060,"Providing Bituminous macadam road at Abdulkalam Street South Side in Thinamani Nagar,Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),93.3,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP015/2024-2025/134056,"Providing Bituminous macadam road at Vallaba Ganapathi Street East Side in Thinamani Nagar,Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),WS/MP015/2024-2025/134064,"Providing Bituminous macadam road at Vallaba Ganapathi Street West Side in Thinamani Nagar,Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),94.2,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP015/2024-2025/134057,"Providing Bituminous macadam road at Main Road East Side in Sriram Nagar,Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),WS/MP015/2024-2025/134061,"Providing Bituminous macadam road at Main Road West Side in Sriram Nagar,Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),93.3,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP015/2024-2025/134058,"Providing Bituminous macadam road at Main Road North Side in Udhayam Nagar,Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),WS/MP015/2024-2025/134063,"Providing Bituminous macadam road at Main Road South Side in Udhayam Nagar,Kovilpappakudi Village,Madurai District.",Shri R. Dharmar (2022-28),92.8,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP015/2024-2025/134071,"Providing Bituminous macadam road at Main Road North Side in Old Vishal Nagar,Podumbu Village,Madurai District.",Shri R. Dharmar (2022-28),WS/MP015/2024-2025/134073,"Providing Bituminous macadam road at Main Road South Side in Old Vishal Nagar,Podumbu Village,Madurai District..",Shri R. Dharmar (2022-28),93.2,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP015/2024-2025/134077,"Providing Bituminous macadam road at 2nd Street in Kuberan Nagar in K.Vellakulam Village, Madurai District. ( Sc Area )",Shri R. Dharmar (2022-28),WS/MP015/2024-2025/134078,"Providing Bituminous macadam road at Cross Street in Kuberan Nagar in K.Vellakulam Village, Madurai District. ( Sc Area )",Shri R. Dharmar (2022-28),92.2,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP015/2024-2025/134081,"Providing Bituminous macadam road at Pattalamman Kovil road North Side in Solampatti, K.Vellakulam Village, Madurai District. ( Sc Area )",Shri R. Dharmar (2022-28),WS/MP015/2024-2025/134086,"Providing Bituminous macadam road at Pattalamman Kovil road South Side in Solampatti, K.Vellakulam Village, Madurai District. ( Sc Area )",Shri R. Dharmar (2022-28),93.7,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP015/2024-2025/134084,"Providing Bituminous macadam road at 1st Cross Street in Surya Nagar, Kallikudi Village, Madurai District. ( Sc Area )",Shri R. Dharmar (2022-28),WS/MP015/2024-2025/134085,"Providing Bituminous macadam road at 2nd Cross Street in Surya Nagar, Kallikudi Village, Madurai District. ( Sc Area )",Shri R. Dharmar (2022-28),93.0,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136091,"Providing Bituminous Macadam Road at 1st street East Side in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136097,"Providing Bituminous Macadam Road at 1st street West side in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),93.8,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136091,"Providing Bituminous Macadam Road at 1st street East Side in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136093,"Providing Bituminous Macadam Road at 4th street East side in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),93.2,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136092,"Providing Bituminous Macadam Road at 1st Cross street in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136098,"Providing Bituminous Macadam Road at 4th Cross street in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),92.7,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136092,"Providing Bituminous Macadam Road at 1st Cross street in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136094,"Providing Bituminous Macadam Road at 2nd Cross street in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),92.2,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136092,"Providing Bituminous Macadam Road at 1st Cross street in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136095,"Providing Bituminous Macadam Road at 3rd Cross street in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),92.2,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136093,"Providing Bituminous Macadam Road at 4th street East side in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136099,"Providing Bituminous Macadam Road at 4th street West side in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),93.8,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136094,"Providing Bituminous Macadam Road at 2nd Cross street in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136095,"Providing Bituminous Macadam Road at 3rd Cross street in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),92.7,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136094,"Providing Bituminous Macadam Road at 2nd Cross street in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136098,"Providing Bituminous Macadam Road at 4th Cross street in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),92.2,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136095,"Providing Bituminous Macadam Road at 3rd Cross street in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136098,"Providing Bituminous Macadam Road at 4th Cross street in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),92.2,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136096,"Providing Bituminous Macadam Road at 9th street Extension North side in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136100,"Providing Bituminous Macadam Road at 9th street Extension South Side in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),93.7,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136097,"Providing Bituminous Macadam Road at 1st street West side in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136099,"Providing Bituminous Macadam Road at 4th street West side in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),93.2,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136098,"Providing Bituminous Macadam Road at 4th Cross street in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136120,"Providing Bituminous Macadam road at 5th Cross street in Meenakshi Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),92.4,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136098,"Providing Bituminous Macadam Road at 4th Cross street in Meenakshi Garden in Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136121,"Providing Bituminous Macadam road at 6th Cross street in Meenakshi Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),92.4,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136104,"Providing Bituminous Macadam road at Main Road East Side in Nethaji Nagar, Arumbanur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136108,"Providing Bituminous Macadam road at Main Road West side in Nethaji Nagar, Arumbanur Village, Madurai District.",Shri R. Girirajan (2022-28),93.3,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136105,"Providing Bituminous Macadam road at 2nd street in Nethaji Nagar, Arumbanur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136107,"Providing Bituminous Macadam road at 3rd street in Nethaji Nagar, Arumbanur Village, Madurai District.",Shri R. Girirajan (2022-28),92.1,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136113,"Providing Bituminous Macadam road at Main Road East side in Tirumalai Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136117,"Providing Bituminous Macadam road at Main Road West side in Tirumalai Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),93.3,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136114,"Providing Bituminous Macadam road at 1st Cross street Tirumalai Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136115,"Providing Bituminous Macadam road at 2nd Cross street Tirumalai Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),92.1,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136114,"Providing Bituminous Macadam road at 1st Cross street Tirumalai Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136116,"Providing Bituminous Macadam road at 3rd Cross street Tirumalai Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),92.1,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136115,"Providing Bituminous Macadam road at 2nd Cross street Tirumalai Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136116,"Providing Bituminous Macadam road at 3rd Cross street Tirumalai Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),92.7,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136118,"Providing Bituminous Macadam road at 2nd Cross street in 9th street Extension in Meenakshi Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136119,"Providing Bituminous Macadam road at 3rd Cross street in 9th street Extension in Meenakshi Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),93.7,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136118,"Providing Bituminous Macadam road at 2nd Cross street in 9th street Extension in Meenakshi Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136122,"Providing Bituminous Macadam road at 4th Cross street in 9th street Extension in Meenakshi Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),93.3,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136119,"Providing Bituminous Macadam road at 3rd Cross street in 9th street Extension in Meenakshi Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136122,"Providing Bituminous Macadam road at 4th Cross street in 9th street Extension in Meenakshi Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),93.3,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136120,"Providing Bituminous Macadam road at 5th Cross street in Meenakshi Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136121,"Providing Bituminous Macadam road at 6th Cross street in Meenakshi Garden, Mathur Village, Madurai District.",Shri R. Girirajan (2022-28),93.3,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136128,"Providing Bituminous Macadam Road at Bharathiyar 10th street North side in Karadipatti Village, Madurai District",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136132,"Providing Bituminous Macadam Road at Bharathiyar 10th street South Side in Karadipatti Village, Madurai District",Shri R. Girirajan (2022-28),92.8,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP163/2024-2025/136131,"Providing Bituminous Macadam Road at 2nd street in Bharathiyar Nagar, Karadipatti Village, Madurai District",Shri R. Girirajan (2022-28),WS/MP163/2024-2025/136130,"Providing Bituminous Macadam Road at 3rd street in Bharathiyar Nagar, Karadipatti Village, Madurai District",Shri R. Girirajan (2022-28),92.2,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP015/2024-2025/137855,"Construction of flood Production wall in Kadambankulam Tank Sluice No.1 Left side in Kadambankulam Village of Melaneelidanallur (Tk), Tenkasi District.",Shri R. Dharmar (2022-28),WS/MP015/2024-2025/137856,"Construction of flood Production wall in Kadambankulam Tank Sluice No.1 Right side in Kadambankulam Village of Melaneelidanallur (Tk), Tenkasi District.",Shri R. Dharmar (2022-28),93.2,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/141490,"Providing Bituminous macadam road at 1st Street in Vasantha Babu Nagar,Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/141873,"Providing Bituminous macadam road at Cross Street in Vasantha Babu Nagar,Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.1,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/141490,"Providing Bituminous macadam road at 1st Street in Vasantha Babu Nagar,Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/141608,"Providing Bituminous macadam road at 2nd Street in Vasantha Babu Nagar,Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.1,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/141490,"Providing Bituminous macadam road at 1st Street in Vasantha Babu Nagar,Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/141610,"Providing Bituminous macadam road at 3rd Street in Vasantha Babu Nagar,Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.1,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/141608,"Providing Bituminous macadam road at 2nd Street in Vasantha Babu Nagar,Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/141610,"Providing Bituminous macadam road at 3rd Street in Vasantha Babu Nagar,Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.7,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/141610,"Providing Bituminous macadam road at 3rd Street in Vasantha Babu Nagar,Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/141873,"Providing Bituminous macadam road at Cross Street in Vasantha Babu Nagar,Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.1,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/141886,"Providing Bituminous macadam road at 2nd Street in Alagumalayan Nagar, Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/141887,"Providing Bituminous macadam road at 3rd Street in Alagumalayan Nagar, Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.2,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/141949,"Providing Bituminous macadam road at 1st Street in Victor Nagar, Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/141952,"Providing Bituminous macadam road at 4th Street in Victor Nagar, Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.1,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/141949,"Providing Bituminous macadam road at 1st Street in Victor Nagar, Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/141953,"Providing Bituminous macadam road at 5th Street in Victor Nagar, Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.1,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/141950,"Providing Bituminous macadam road at 2nd Street in Victor Nagar, Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/141951,"Providing Bituminous macadam road at 3rd Street in Victor Nagar, Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.1,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/141952,"Providing Bituminous macadam road at 4th Street in Victor Nagar, Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/141953,"Providing Bituminous macadam road at 5th Street in Victor Nagar, Arumbanur Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.7,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/142651,"Providing Bituminous macadam road at TTR Mahal Road East Side in Andarkottaram Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/142679,"Providing Bituminous macadam road at TTR Mahal Road West Side in Andarkottaram Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.8,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/142652,"Providing Bituminous macadam road at 1st Street North Side in Chandralekha Nagar, Andarkottaram Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/142680,"Providing Bituminous macadam road at 1st Street South Side in Chandralekha Nagar, Andarkottaram Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),93.3,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/142652,"Providing Bituminous macadam road at 1st Street North Side in Chandralekha Nagar, Andarkottaram Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/142676,"Providing Bituminous macadam road at 2nd Street North Side in Chandralekha Nagar, Andarkottaram Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.8,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/142676,"Providing Bituminous macadam road at 2nd Street North Side in Chandralekha Nagar, Andarkottaram Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/142681,"Providing Bituminous macadam road at 2nd Street South Side in Chandralekha Nagar, Andarkottaram Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),93.3,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/142678,"Providing Bituminous macadam road at 4th Street in Kalanjyam Nagar, K.P.Yenthal,Andarkottaram Village,Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/142682,"Providing Bituminous macadam road at 5th Street in Kalanjyam Nagar, K.P.Yenthal,Andarkottaram Village,Madurai District.",Shri S. Kalyanasundaram (2022-28),93.3,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/142678,"Providing Bituminous macadam road at 4th Street in Kalanjyam Nagar, K.P.Yenthal,Andarkottaram Village,Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/142683,"Providing Bituminous macadam road at 6th Street in Kalanjyam Nagar, K.P.Yenthal,Andarkottaram Village,Madurai District.",Shri S. Kalyanasundaram (2022-28),93.3,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/142680,"Providing Bituminous macadam road at 1st Street South Side in Chandralekha Nagar, Andarkottaram Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/142681,"Providing Bituminous macadam road at 2nd Street South Side in Chandralekha Nagar, Andarkottaram Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.8,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2024-2025/142682,"Providing Bituminous macadam road at 5th Street in Kalanjyam Nagar, K.P.Yenthal,Andarkottaram Village,Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2024-2025/142683,"Providing Bituminous macadam road at 6th Street in Kalanjyam Nagar, K.P.Yenthal,Andarkottaram Village,Madurai District.",Shri S. Kalyanasundaram (2022-28),93.3,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP166/2024-2025/157346,Providing High Mass light (12 mts ladder type 150 watts LED - 6 Nos.) at new bus stand North side in namakkal corporation,Shri K.R.N. Rajeshkumar (2022-28),WS/MP166/2024-2025/153068,Providing High Mass light (12 mts ladder type 150 watts LED - 6 Nos.) at new bus stand west side Namakkal Corporation,Shri K.R.N. Rajeshkumar (2022-28),93.2,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2025-2026/202584,"Providing Bituminous macadam road at Main Road East Side in Kambar Street in Dinamani Nagar, Kovilpappakudi Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2025-2026/202597,"Providing Bituminous macadam road at Main Road West Side in Kambar Street in Dinamani Nagar,Kovilpappakudi Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),94.2,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2025-2026/202585,"Providing Bituminous macadam road at 1st Cross Street in Kambar Street, Dinamani Nagar,Kovilpappakudi Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2025-2026/202588,"Providing Bituminous macadam road at 2nd Cross Street in Kambar Street, Dinamani Nagar,Kovilpappakudi Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.8,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2025-2026/202585,"Providing Bituminous macadam road at 1st Cross Street in Kambar Street, Dinamani Nagar,Kovilpappakudi Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2025-2026/202590,"Providing Bituminous macadam road at 3rd Cross Street in Kambar Street, Dinamani Nagar,Kovilpappakudi Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),92.8,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2025-2026/202588,"Providing Bituminous macadam road at 2nd Cross Street in Kambar Street, Dinamani Nagar,Kovilpappakudi Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2025-2026/202590,"Providing Bituminous macadam road at 3rd Cross Street in Kambar Street, Dinamani Nagar,Kovilpappakudi Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),93.3,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2025-2026/202596,"Providing Bituminous macadam road at Cross Street in North Side in Kambar Street,Dinamani Nagar,Kovilpappakudi Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2025-2026/202608,"Providing Bituminous macadam road at Cross Street in South Side in Kambar Street,Dinamani Nagar,Kovilpappakudi Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),93.8,High
Tamil Nadu,Sitting Rajya Sabha,Normal/Others,WS/MP162/2025-2026/202598,"Providing Bituminous macadam road at Bhagavandhas Street North Side in Dinamani Nagar,Kovilpappakudi Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),WS/MP162/2025-2026/202611,"Providing Bituminous macadam road at Bhagavandhas Street South Side in Dinamani Nagar,Kovilpappakudi Village, Madurai District.",Shri S. Kalyanasundaram (2022-28),93.3,High
